medcode,readcode,readterm,cat,score
61513,H311z00,Mucopurulent chronic bronchitis NOS,Chronic pulmonary disease,1
304067,5199CL,OBSTRUCTIVE LUNG DISEASE,Chronic pulmonary disease,1
103558,8CeD.00,Preferred place of care for next exacerbation of COPD,Chronic pulmonary disease,1
41020,66YC.00,Absent from work or school due to asthma,Chronic pulmonary disease,1
11026,9h51.00,Excepted from COPD quality indicators: Patient unsuitable,Chronic pulmonary disease,1
9018,663y.00,Number of asthma exacerbations in past year,Chronic pulmonary disease,1
22915,H583.00,Pulmonary eosinophilia,Chronic pulmonary disease,1
220239,491 BS,CHRONIC SPASMODIC BRONCHITIS,Chronic pulmonary disease,1
306888,691 TM,ECZEMA WITH ASTHMA,Chronic pulmonary disease,1
42313,679V.00,Health education - chronic obstructive pulmonary disease,Chronic pulmonary disease,1
3163,H300.00,Tracheobronchitis NOS,Chronic pulmonary disease,1
61118,H310z00,Simple chronic bronchitis NOS,Chronic pulmonary disease,1
7191,663P.00,Asthma limiting activities,Chronic pulmonary disease,1
3366,663V300,Severe asthma,Chronic pulmonary disease,1
106945,8IEZ.00,Chronic obstructive pulmonary disease rescue pack declined,Chronic pulmonary disease,1
99948,9kf0.00,COPD patient unsuitable for pulmonary rehab - enh serv admin,Chronic pulmonary disease,1
53943,H35y100,Coffee-workers' lung,Chronic pulmonary disease,1
103007,66YB100,Chronic obstructive pulmonary disease 6 monthly review,Chronic pulmonary disease,1
78,H33..00,Asthma,Chronic pulmonary disease,1
1001,H3...00,Chronic obstructive pulmonary disease,Chronic pulmonary disease,1
31167,66YP.00,Asthma night-time symptoms,Chronic pulmonary disease,1
60188,H320200,Giant bullous emphysema,Chronic pulmonary disease,1
304061,5192CM,OBSTRUCTIVE LUNG DISEASE COMPENSATORY,Chronic pulmonary disease,1
63216,H464100,Obliterative bronchiolitis due to chemical fumes,Chronic pulmonary disease,1
38985,H4y..00,Other specified lung diseases due to external agent,Chronic pulmonary disease,1
14798,H312100,Emphysematous bronchitis,Chronic pulmonary disease,1
11494,H5...00,Other respiratory system diseases,Chronic pulmonary disease,1
40953,H55..11,Cirrhosis of lung,Chronic pulmonary disease,1
14777,H330000,Extrinsic asthma without status asthmaticus,Chronic pulmonary disease,1
26125,H312300,Bronchiolitis obliterans,Chronic pulmonary disease,1
34001,H4z..00,Lung disease due to external agents NOS,Chronic pulmonary disease,1
93577,H435.00,Stannosis,Chronic pulmonary disease,1
55758,H460z00,Bronchitis and pneumonitis due to chemical fumes NOS,Chronic pulmonary disease,1
53494,H501.00,Empyema with no fistula,Chronic pulmonary disease,1
93206,H353.00,Suberosis ( cork-handlers' lung ),Chronic pulmonary disease,1
15157,H31z.00,Chronic bronchitis NOS,Chronic pulmonary disease,1
303970,491,CHRONIC BRONCHITIS,Chronic pulmonary disease,1
45782,H330z00,Extrinsic asthma NOS,Chronic pulmonary disease,1
103472,H563200,Pulmonary fibrosis,Chronic pulmonary disease,1
794,H32..00,Emphysema,Chronic pulmonary disease,1
18223,66YA.00,Step down change in asthma management plan,Chronic pulmonary disease,1
18905,C370300,Cystic fibrosis with intestinal manifestations,Chronic pulmonary disease,1
99793,8CMA000,Patient has a written asthma personal action plan,Chronic pulmonary disease,1
9663,66Y9.00,Step up change in asthma management plan,Chronic pulmonary disease,1
303982,493 D,STATUS ASTHMATICUS,Chronic pulmonary disease,1
11202,H530z00,Abscess of lung NOS,Chronic pulmonary disease,1
1446,H312200,Acute exacerbation of chronic obstructive airways disease,Chronic pulmonary disease,1
38143,663O000,Asthma never disturbs sleep,Chronic pulmonary disease,1
106515,Hyu4300,[X]Hypersensitivity pneumonitis due to other organic dusts,Chronic pulmonary disease,1
2290,H330.11,Allergic asthma,Chronic pulmonary disease,1
17359,H30..11,Chest infection - unspecified bronchitis,Chronic pulmonary disease,1
210535,L4930LO,LATE ONSET ASTHMA,Chronic pulmonary disease,1
5267,H331.00,Intrinsic asthma,Chronic pulmonary disease,1
29005,H530.00,Abscess of lung,Chronic pulmonary disease,1
51069,H58y.00,Other lung disease NEC,Chronic pulmonary disease,1
45777,8CR1.00,Chronic obstructive pulmonary disease clini management plan,Chronic pulmonary disease,1
15588,H350.00,Farmers' lung,Chronic pulmonary disease,1
3018,663V100,Mild asthma,Chronic pulmonary disease,1
7092,H30..12,Recurrent wheezy bronchitis,Chronic pulmonary disease,1
71853,H422.00,Complicated silicosis,Chronic pulmonary disease,1
341590,1780,Aspirin induced asthma,Chronic pulmonary disease,1
38052,H501300,Lung empyema NOS,Chronic pulmonary disease,1
42940,H57y100,Lung disease with polymyositis,Chronic pulmonary disease,1
11266,9h52.00,Excepted from COPD quality indicators: Informed dissent,Chronic pulmonary disease,1
102685,66YB000,Chronic obstructive pulmonary disease 3 monthly review,Chronic pulmonary disease,1
303966,490,BRONCHITIS,Chronic pulmonary disease,1
213221,663,Asthma sometimes restricts exercise,Chronic pulmonary disease,1
61229,H54z.00,Pulmonary congestion and hypostasis NOS,Chronic pulmonary disease,1
57667,H530200,Gangrenous pneumonia,Chronic pulmonary disease,1
13174,663Q.00,Asthma not limiting activities,Chronic pulmonary disease,1
55816,TJF7.00,Adverse reaction to antiasthmatics,Chronic pulmonary disease,1
30214,H54..00,Pulmonary congestion and hypostasis,Chronic pulmonary disease,1
3859,H57y200,Pulmonary sarcoidosis,Chronic pulmonary disease,1
11150,H311.00,Mucopurulent chronic bronchitis,Chronic pulmonary disease,1
185,H333.00,Acute exacerbation of asthma,Chronic pulmonary disease,1
265235,L5161B,BIRD FANCIER'S LUNG,Chronic pulmonary disease,1
2195,H34..00,Bronchiectasis,Chronic pulmonary disease,1
103952,1784.00,Asthma trigger - emotion,Chronic pulmonary disease,1
51410,H41z.00,Asbestosis NOS,Chronic pulmonary disease,1
19520,663n.00,Asthma treatment compliance satisfactory,Chronic pulmonary disease,1
40823,H334.00,Brittle asthma,Chronic pulmonary disease,1
5867,173A.00,Exercise induced asthma,Chronic pulmonary disease,1
103637,H35..11,Hypersensitivity pneumonitis,Chronic pulmonary disease,1
47782,H464200,Chronic pulmonary fibrosis due to chemical fumes,Chronic pulmonary disease,1
26496,679J.00,Health education - asthma,Chronic pulmonary disease,1
306525,466 D,BRONCHITIS PURULENT,Chronic pulmonary disease,1
256652,493 JC,CHRONIC ASTHMA,Chronic pulmonary disease,1
33830,H56yz00,Other alveolar and parietoalveolar disease NOS,Chronic pulmonary disease,1
106637,9Nk7000,Seen in chronic obstructive pulmonary disease clinic,Chronic pulmonary disease,1
15626,H310000,Chronic catarrhal bronchitis,Chronic pulmonary disease,1
56860,H320000,Segmental bullous emphysema,Chronic pulmonary disease,1
18224,8796.00,Asthma control step 3,Chronic pulmonary disease,1
256689,5151,ANTHRACOSILICOSIS,Chronic pulmonary disease,1
20269,H583z00,Pulmonary eosinophilia NOS,Chronic pulmonary disease,1
6051,H563100,Diffuse pulmonary fibrosis,Chronic pulmonary disease,1
306540,493 EP,ASTHMA EPISODIC,Chronic pulmonary disease,1
42258,9Oi3.00,Chronic obstructive pulmonary disease monitoring verb invite,Chronic pulmonary disease,1
94486,H593.00,Chronic type 2 respiratory failure,Chronic pulmonary disease,1
47684,H47y000,Detergent asthma,Chronic pulmonary disease,1
26278,H357.00,'Ventilation' pneumonitis,Chronic pulmonary disease,1
265869,493 BG,ASTHMA FREQUENCY REGULARLY,Chronic pulmonary disease,1
6837,H563.00,Idiopathic fibrosing alveolitis,Chronic pulmonary disease,1
27819,H312.00,Obstructive chronic bronchitis,Chronic pulmonary disease,1
23492,H320z00,Chronic bullous emphysema NOS,Chronic pulmonary disease,1
34659,H53z.00,Abscess of lung and mediastinum NOS,Chronic pulmonary disease,1
41491,H341.00,Post-infective bronchiectasis,Chronic pulmonary disease,1
16655,9OJ..00,Asthma monitoring admin.,Chronic pulmonary disease,1
54946,9OJ9.00,Asthma monitoring deleted,Chronic pulmonary disease,1
105420,661N100,Asthma self-management plan review,Chronic pulmonary disease,1
54822,H352000,Budgerigar-fanciers' lung,Chronic pulmonary disease,1
16717,H310100,Smokers' cough,Chronic pulmonary disease,1
30815,663N000,Asthma causing night waking,Chronic pulmonary disease,1
15932,H501100,Thorax abscess NOS,Chronic pulmonary disease,1
55557,H4yy.00,Other external agent causing respiratory condition,Chronic pulmonary disease,1
62233,H421.00,Simple silicosis,Chronic pulmonary disease,1
46460,H42..00,Silica and silicate pneumoconiosis,Chronic pulmonary disease,1
39478,H35y700,Wood asthma,Chronic pulmonary disease,1
227168,SK07.00,Subcutaneous emphysema,Chronic pulmonary disease,1
5515,9N1d.00,Seen in asthma clinic,Chronic pulmonary disease,1
23461,H43z.00,Pneumoconiosis due to inorganic dust NOS,Chronic pulmonary disease,1
39570,663r.00,Asthma causes night symptoms 1 to 2 times per month,Chronic pulmonary disease,1
35927,8CE2.00,Asthma leaflet given,Chronic pulmonary disease,1
26504,663f.00,Asthma never restricts exercise,Chronic pulmonary disease,1
105939,Hyu4000,[X]Pneumoconiosis due to other dust containing silica,Chronic pulmonary disease,1
284119,493 BI,ASTHMA FREQUENCY ON EXERCISE ONLY,Chronic pulmonary disease,1
68662,H320100,Zonal bullous emphysema,Chronic pulmonary disease,1
89206,H423.00,Massive silicotic fibrosis,Chronic pulmonary disease,1
16785,8794.00,Asthma control step 1,Chronic pulmonary disease,1
998,H3...11,Chronic obstructive airways disease,Chronic pulmonary disease,1
34651,H500100,Empyema with bronchopleural fistula,Chronic pulmonary disease,1
10043,66YJ.00,Asthma annual review,Chronic pulmonary disease,1
104235,U60F611,[X] Adverse reaction to antiasthmatics,Chronic pulmonary disease,1
19428,1I70.00,Chronic obstructive pulmonary disease excluded by spirometry,Chronic pulmonary disease,1
103559,H563300,Usual interstitial pneumonitis,Chronic pulmonary disease,1
11312,H35..00,Extrinsic allergic alveolitis,Chronic pulmonary disease,1
12987,H33z200,Late-onset asthma,Chronic pulmonary disease,1
99536,H320300,Bullous emphysema with collapse,Chronic pulmonary disease,1
103612,66Ys.00,Asthma never causes night symptoms,Chronic pulmonary disease,1
61119,H560.00,Pulmonary alveolar proteinosis,Chronic pulmonary disease,1
16410,H32yz00,Other emphysema NOS,Chronic pulmonary disease,1
30458,66YR.00,Asthma monitoring by doctor,Chronic pulmonary disease,1
303989,493 NA,NOCTURNAL ASTHMA,Chronic pulmonary disease,1
1585,H541.00,Pulmonary congestion,Chronic pulmonary disease,1
43285,H48..00,Progressive massive fibrosis,Chronic pulmonary disease,1
99547,H500400,Empyema with pleural fistula NOS,Chronic pulmonary disease,1
24506,8791.00,Further asthma - drug prevent.,Chronic pulmonary disease,1
29645,8793.00,Asthma control step 0,Chronic pulmonary disease,1
11833,H35z100,Hypersensitivity pneumonitis NOS,Chronic pulmonary disease,1
3458,663V000,Occasional asthma,Chronic pulmonary disease,1
29669,H06..00,Acute bronchitis and bronchiolitis,Chronic pulmonary disease,1
265868,493 AC,BRONCHITIS ALLERGIC CHRONIC,Chronic pulmonary disease,1
22905,H581.00,Interstitial emphysema,Chronic pulmonary disease,1
7884,H3y1.00,"Chron obstruct pulmonary dis wth acute exacerbation, unspec",Chronic pulmonary disease,1
59263,H32y111,Acute interstitial emphysema,Chronic pulmonary disease,1
65060,Hyu5000,[X]Other interstitial pulmonary diseases with fibrosis,Chronic pulmonary disease,1
9552,66Y5.00,Change in asthma management plan,Chronic pulmonary disease,1
70492,H52y100,Chronic pneumothorax,Chronic pulmonary disease,1
303974,493,ASTHMA,Chronic pulmonary disease,1
220257,5192BY,BYSSINOSIS,Chronic pulmonary disease,1
66058,Hyu3000,[X]Other emphysema,Chronic pulmonary disease,1
73414,H44z.00,Pneumopathy due to inhalation of other dust NOS,Chronic pulmonary disease,1
21257,H4...12,Occupational lung disease,Chronic pulmonary disease,1
238991,K3441B,EXCISION BRONCHIECTASIS,Chronic pulmonary disease,1
303985,493 GR,ASTHMA ALLERGIC GRASS,Chronic pulmonary disease,1
20364,H340.00,Recurrent bronchiectasis,Chronic pulmonary disease,1
54308,H56y.00,Other alveolar and parietoalveolar disease,Chronic pulmonary disease,1
15815,H56z.00,Alveolar and parietoalveolar disease NOS,Chronic pulmonary disease,1
8303,H41..00,Asbestosis,Chronic pulmonary disease,1
298515,Hyu4100,[X]Pneumoconiosis due to other specified inorganic dusts,Chronic pulmonary disease,1
1208,H330.12,Childhood asthma,Chronic pulmonary disease,1
63479,H32y200,MacLeod's unilateral emphysema,Chronic pulmonary disease,1
6220,C370.00,Cystic fibrosis,Chronic pulmonary disease,1
69452,H35y800,Air-conditioner and humidifier lung,Chronic pulmonary disease,1
293231,466 BC,BRONCHITIS SUBACUTE,Chronic pulmonary disease,1
40159,H311000,Purulent chronic bronchitis,Chronic pulmonary disease,1
33658,13N8.00,Bird fancier,Chronic pulmonary disease,1
102301,1787.00,Asthma trigger - seasonal,Chronic pulmonary disease,1
238257,493 GS,ASTHMA POLLEN INITIATED,Chronic pulmonary disease,1
42824,663q.00,Asthma daytime symptoms,Chronic pulmonary disease,1
16070,H33zz00,Asthma NOS,Chronic pulmonary disease,1
20860,8798.00,Asthma control step 5,Chronic pulmonary disease,1
15248,H330.13,Hay fever with asthma,Chronic pulmonary disease,1
33730,H530000,Single lung abscess,Chronic pulmonary disease,1
55552,H35yz00,Other allergic alveolitis NOS,Chronic pulmonary disease,1
73065,C370y00,Cystic fibrosis with other manifestations,Chronic pulmonary disease,1
306529,491 R,BRONCHITIS RECURRENT,Chronic pulmonary disease,1
3480,H30z.00,Bronchitis NOS,Chronic pulmonary disease,1
18207,H33zz13,Allergic bronchitis NEC,Chronic pulmonary disease,1
91912,Hyu5100,[X]Other specified interstitial pulmonary diseases,Chronic pulmonary disease,1
25603,H310.00,Simple chronic bronchitis,Chronic pulmonary disease,1
102871,178B.00,Asthma trigger - exercise,Chronic pulmonary disease,1
33663,H46zz00,Respiratory conditions due to chemical fumes NOS,Chronic pulmonary disease,1
20127,H531.00,Abscess of mediastinum,Chronic pulmonary disease,1
20198,H060z00,Acute bronchitis NOS,Chronic pulmonary disease,1
100994,H410.11,Asbestos-induced pleural plaque,Chronic pulmonary disease,1
6624,H501000,Pleural abscess,Chronic pulmonary disease,1
19539,9OJA.00,Asthma monitoring check done,Chronic pulmonary disease,1
106432,C370900,Exacerbation of cystic fibrosis,Chronic pulmonary disease,1
104169,661N300,COPD self-management plan review,Chronic pulmonary disease,1
34282,H50z.00,Empyema NOS,Chronic pulmonary disease,1
232,H33z100,Asthma attack,Chronic pulmonary disease,1
19519,663p.00,Asthma treatment compliance unsatisfactory,Chronic pulmonary disease,1
102952,1783.00,Asthma trigger - warm air,Chronic pulmonary disease,1
252526,H430.00,Aluminosis of lung,Chronic pulmonary disease,1
31319,H583000,Loeffler's syndrome,Chronic pulmonary disease,1
104915,H58y700,Interstitial lung disease due to connective tissue disease,Chronic pulmonary disease,1
56126,Q312.00,Perinatal interstitial emphysema and related conditions,Chronic pulmonary disease,1
19492,H40..00,Coal workers' pneumoconiosis,Chronic pulmonary disease,1
34202,9Oi1.00,Chronic obstructive pulmonary disease monitoring 2nd letter,Chronic pulmonary disease,1
25796,H332.00,Mixed asthma,Chronic pulmonary disease,1
25791,8CR0.00,Asthma clinical management plan,Chronic pulmonary disease,1
105674,661M100,Asthma self-management plan agreed,Chronic pulmonary disease,1
31423,H45..00,Pneumoconiosis NOS,Chronic pulmonary disease,1
91989,H35y000,Cheese-washers' lung,Chronic pulmonary disease,1
46036,66Yi.00,Multiple COPD emergency hospital admissions,Chronic pulmonary disease,1
100650,AB63600,Aspergillus bronchitis,Chronic pulmonary disease,1
94894,H431.00,Bauxite fibrosis of lung,Chronic pulmonary disease,1
47337,663m.00,Asthma accident and emergency attendance since last visit,Chronic pulmonary disease,1
19721,8CE6.00,Chronic obstructive pulmonary disease leaflet given,Chronic pulmonary disease,1
303988,493 KB,ASTHMA EXACERBATION,Chronic pulmonary disease,1
100430,66k..00,Cystic fibrosis monitoring,Chronic pulmonary disease,1
7229,663W.00,Asthma prophylactic medication used,Chronic pulmonary disease,1
280093,H35y300,Furriers' lung,Chronic pulmonary disease,1
19167,66YQ.00,Asthma monitoring by nurse,Chronic pulmonary disease,1
303973,492,EMPHYSEMA PULMONARY,Chronic pulmonary disease,1
18476,66YL.11,COPD follow-up,Chronic pulmonary disease,1
101408,9No7.00,Seen in cystic fibrosis clinic,Chronic pulmonary disease,1
306533,493 AJ,ASTHMA SEVERITY MODERATE,Chronic pulmonary disease,1
49044,H57..00,Lung involvement in diseases EC,Chronic pulmonary disease,1
46578,H321.00,Panlobular emphysema,Chronic pulmonary disease,1
303986,493 HR,ASTHMA HIGH RISK,Chronic pulmonary disease,1
31724,N04y000,Rheumatoid lung,Chronic pulmonary disease,1
2375,H50..00,Empyema,Chronic pulmonary disease,1
81,663..11,Asthma monitoring,Chronic pulmonary disease,1
